name,gender,species,count
GERTIE,M,dog,0
GERTRUDE,F,dog,8
GERTRUDE,M,dog,0
GHOST,M,dog,25
GHOST,F,dog,1
GIA,F,human,197
GIA,F,dog,33
GIA,M,human,0
GIA,M,dog,0
GIANA,F,human,5
GIANA,M,human,0
GIANNA,F,human,1150
GIANNA,M,human,0
GIBSON,M,dog,10
GIBSON,F,dog,0
GIDEON,M,dog,5
GIDEON,F,dog,0
GIDGET,F,dog,13
GIDGET,M,dog,0
GIGI,F,dog,79
GIGI,M,dog,2
GINA,F,dog,6
GINA,M,dog,0
GINGER,F,dog,195
GINGER,M,dog,4
GINNY,F,dog,9
GINNY,M,dog,0
GINO,M,dog,24
GINO,F,dog,0
GIO,M,dog,13
GIO,F,dog,0
GIOVANNA,F,human,26
GIOVANNA,M,human,0
GIOVANNI,M,dog,8
GIOVANNI,F,dog,0
GIRL,F,dog,5
GIRL,M,dog,0
GISELLE,F,human,371
GISELLE,F,dog,6
GISELLE,M,human,0
GISELLE,M,dog,0
GITTEL,F,human,117
GITTEL,M,human,0
GITTY,F,human,544
GITTY,M,human,0
GIULIANA,F,human,174
GIULIANA,M,human,0
GIZMO,M,dog,207
GIZMO,F,dog,17
GLORIA,F,human,36
GLORIA,F,dog,9
GLORIA,M,human,0
GLORIA,M,dog,0
GNOCCHI,M,dog,4
GNOCCHI,F,dog,1
GOBI,M,dog,4
GOBI,F,dog,1
GODIVA,F,dog,3
GODIVA,M,dog,2
GODZILLA,M,dog,5
GODZILLA,F,dog,2
GOGO,F,dog,4
GOGO,M,dog,3
GOLDA,F,human,67
GOLDA,M,human,0
GOLDIE,F,dog,24
GOLDIE,F,human,9
GOLDIE,M,dog,4
GOLDIE,M,human,0
GOLDY,F,human,213
GOLDY,F,dog,5
GOLDY,M,dog,1
GOLDY,M,human,0
GOLIATH,M,dog,11
GOLIATH,F,dog,0
GOOBER,M,dog,5
GOOBER,F,dog,1
GOOFY,M,dog,7
GOOFY,F,dog,0
GOOSE,M,dog,12
GOOSE,F,dog,6
GORDO,M,dog,16
GORDO,F,dog,0
GORDON,M,dog,10
GORDON,F,dog,0
GOTTI,M,dog,12
GOTTI,F,dog,0
GRACE,F,human,1485
GRACE,F,dog,36
GRACE,M,human,0
GRACE,M,dog,0
GRACIE,F,dog,137
GRACIE,M,dog,0
GRADY,M,dog,6
GRADY,F,dog,0
GRAHAM,M,dog,7
GRAHAM,F,dog,0
GRANT,M,dog,4
GRANT,F,dog,1
GRAY,M,dog,3
GRAY,F,dog,2
GRAYSON,M,dog,6
GRAYSON,F,dog,1
GRETA,F,dog,15
GRETA,M,dog,1
GRETCHEN,F,dog,6
GRETCHEN,M,dog,0
GRETEL,F,dog,5
GRETEL,M,dog,0
GRETZKY,M,dog,4
GRETZKY,F,dog,1
GREY,M,dog,8
GREY,F,dog,3
GRIFFIN,M,dog,21
GRIFFIN,F,dog,1
GRIZZLY,M,dog,13
GRIZZLY,F,dog,1
GROVER,M,dog,7
GROVER,F,dog,0
GRYPHON,M,dog,5
GRYPHON,F,dog,0
GUADALUPE,F,human,131
GUADALUPE,M,human,0
GUAPO,M,dog,8
GUAPO,F,dog,0
GUCCI,M,dog,36
GUCCI,F,dog,26
GUINNESS,M,dog,22
GUINNESS,F,dog,5
GULLIVER,M,dog,6
GULLIVER,F,dog,0
GUNNER,M,dog,20
GUNNER,F,dog,2
GUNTHER,M,dog,8
GUNTHER,F,dog,0
GUS,M,dog,111
GUS,F,dog,3
GUY,M,dog,7
GUY,F,dog,0
GWEN,F,dog,9
GWEN,M,dog,0
GYPSY,F,dog,26
GYPSY,M,dog,2
HACHI,M,dog,23
HACHI,F,dog,3
HACHIKO,M,dog,5
HACHIKO,F,dog,3
HADASSA,F,human,15
HADASSA,M,human,0
HADASSAH,F,human,80
HADASSAH,M,human,0
HADES,M,dog,5
HADES,F,dog,0
HADIYA,F,human,5
HADIYA,M,human,0
HADLEY,F,human,15
HADLEY,F,dog,5
HADLEY,M,dog,1
HADLEY,M,human,0
HAFSA,F,human,12
HAFSA,M,human,0
HAILEY,F,human,1622
HAILEY,F,dog,18
HAILEY,M,human,0
HAILEY,M,dog,0
HAILIE,F,human,5
HAILIE,M,human,0
HALEY,F,human,110
HALEY,F,dog,5
HALEY,M,human,0
HALEY,M,dog,0
HALO,M,dog,12
HALO,F,dog,10
HAMILTON,M,dog,14
HAMILTON,F,dog,2
HAMLET,M,dog,7
HAMLET,F,dog,1
HANA,F,human,53
HANA,F,dog,7
HANA,M,human,0
HANA,M,dog,0
HANDSOME,M,dog,8
HANDSOME,F,dog,0
HANK,M,dog,55
HANK,F,dog,2
HANNA,F,human,131
HANNA,F,dog,8
HANNA,M,human,0
HANNA,M,dog,0
HANNAH,F,human,1285
HANNAH,F,dog,22
HANNAH,M,dog,2
HANNAH,M,human,0
HANS,M,dog,8
HANS,F,dog,0
HAPPY,M,dog,39
HAPPY,F,dog,25
HAREEM,F,human,5
HAREEM,M,human,0
HARLEEN,F,human,6
HARLEEN,M,human,0
HARLEM,M,dog,10
HARLEM,F,dog,2
HARLEY,M,dog,87
HARLEY,F,dog,47
HARLEY,F,human,11
HARLEY,M,human,0
HARLOW,F,dog,12
HARLOW,F,human,6
HARLOW,M,dog,2
HARLOW,M,human,0
HARMONY,F,human,58
HARMONY,F,dog,4
HARMONY,M,dog,1
HARMONY,M,human,0
HAROLD,M,dog,5
HAROLD,F,dog,0
HARPER,F,human,250
HARPER,F,dog,30
HARPER,M,dog,6
HARPER,M,human,0
HARPO,M,dog,5
HARPO,F,dog,0
HARRIET,F,dog,6
HARRIET,M,dog,0
HARRISON,M,dog,6
HARRISON,F,dog,0
HARRY,M,dog,68
HARRY,F,dog,1
HARU,M,dog,3
HARU,F,dog,2
HARVEY,M,dog,42
HARVEY,F,dog,1
HATCHI,M,dog,5
HATCHI,F,dog,0
HAVEN,F,human,7
HAVEN,M,human,0
HAWA,F,human,78
HAWA,M,human,0
HAYDEN,M,human,178
HAYDEN,F,human,16
HAYLEE,F,human,24
HAYLEE,M,human,0
HAYLEY,F,human,29
HAYLEY,F,dog,7
HAYLEY,M,human,0
HAYLEY,M,dog,0
HAZE,M,dog,6
HAZE,F,dog,1
HAZEL,F,human,230
HAZEL,F,dog,95
HAZEL,M,dog,6
HAZEL,M,human,0
HAZELNUT,F,dog,7
HAZELNUT,M,dog,1
HEATHER,F,human,10
HEATHER,F,dog,5
HEATHER,M,human,0
HEATHER,M,dog,0
HEAVEN,F,human,289
HEAVEN,M,human,0
HEIDI,F,dog,30
HEIDI,F,human,29
HEIDI,M,human,0
HEIDI,M,dog,0
HEIDY,F,human,15
HEIDY,M,human,0
HEINRICH,M,dog,5
HEINRICH,F,dog,0
HELEN,F,human,267
HELEN,F,dog,8
HELEN,M,human,0
HELEN,M,dog,0
HELENA,F,human,37
HELENA,M,human,0
HELGA,F,dog,6
HELGA,M,dog,0
HEMINGWAY,M,dog,5
HEMINGWAY,F,dog,0
HENCHY,F,human,25
HENCHY,M,human,0
HENDRIX,M,dog,14
HENDRIX,F,dog,0
HENDY,F,human,5
HENDY,M,human,0
HENLEY,M,dog,4
HENLEY,F,dog,1
HENNA,F,human,5
HENNA,M,human,0
HENNESSY,F,dog,19
HENNESSY,M,dog,2
HENNY,F,human,175
HENNY,F,dog,10
HENNY,M,dog,5
HENNY,M,human,0
HENRI,M,dog,9
HENRI,F,dog,1
HENRIK,M,dog,5
HENRIK,F,dog,0
HENRY,M,dog,173
HENRY,F,dog,0
HERA,F,dog,9
HERA,M,dog,1
HERBIE,M,dog,8
HERBIE,F,dog,0
HERCULES,M,dog,49
HERCULES,F,dog,1
HERMAN,M,dog,13
HERMAN,F,dog,0
HERMES,M,dog,8
HERMES,F,dog,0
HERO,M,dog,6
HERO,F,dog,1
HERSHEY,M,dog,47
HERSHEY,F,dog,24
HIBA,F,human,5
HIBA,M,human,0
HIGGINS,M,dog,6
HIGGINS,F,dog,0
HILLARY,F,human,18
HILLARY,M,human,0
HINDA,F,human,78
HINDA,M,human,0
HINDY,F,human,240
HINDY,M,human,0
HIRO,M,dog,10
HIRO,F,dog,1
HOBBES,M,dog,11
HOBBES,F,dog,0
HOGAN,M,dog,8
HOGAN,F,dog,0
HOLLY,F,dog,71
HOLLY,M,dog,1
HOLLYWOOD,F,dog,3
HOLLYWOOD,M,dog,2
HOMER,M,dog,11
HOMER,F,dog,0
HONEY,F,dog,96
HONEY,M,dog,6
HOPE,F,dog,42
HOPE,F,human,39
HOPE,M,human,0
HOPE,M,dog,0
HOT,M,dog,3
HOT,F,dog,2
HOUDINI,M,dog,5
HOUDINI,F,dog,1
HOWARD,M,dog,8
HOWARD,F,dog,0
HOWIE,M,dog,7
HOWIE,F,dog,0
HUCK,M,dog,10
HUCK,F,dog,0
HUCKLEBERRY,M,dog,15
HUCKLEBERRY,F,dog,0
HUDSON,M,dog,112
HUDSON,F,dog,6
HUEY,M,dog,4
HUEY,F,dog,1
HUGO,M,dog,57
HUGO,F,dog,0
HULK,M,dog,7
HULK,F,dog,0
HUMPHREY,M,dog,21
HUMPHREY,F,dog,1
HUNTER,M,human,545
HUNTER,M,dog,96
HUNTER,F,human,12
HUNTER,F,dog,9
HURLEY,M,dog,4
HURLEY,F,dog,2
HUTCH,M,dog,6
HUTCH,F,dog,0
HUXLEY,M,dog,6
HUXLEY,F,dog,1
ICE,M,dog,9
ICE,F,dog,4
IDA,F,human,10
IDA,M,human,0
IDY,F,human,55
IDY,M,human,0
IGGY,M,dog,18
IGGY,F,dog,1
IKE,M,dog,9
IKE,F,dog,0
IMANI,F,human,326
IMANI,M,human,0
INAAYA,F,human,5
INAAYA,M,human,0
INAYA,F,human,5
INAYA,M,human,0
INDIA,F,dog,10
INDIA,M,dog,0
INDIANA,M,dog,19
INDIANA,F,dog,1
INDIE,F,dog,12
INDIE,M,dog,6
INDY,M,dog,15
INDY,F,dog,3
INES,F,human,21
INES,M,human,0
INGRID,F,human,5
INGRID,M,human,0
IRA,M,dog,5
IRA,F,dog,0
IRENE,F,human,162
IRENE,M,human,0
IRINA,F,human,5
IRINA,M,human,0
IRIS,F,human,294
IRIS,F,dog,9
IRIS,M,human,0
IRIS,M,dog,0
IRVING,M,dog,6
IRVING,F,dog,0
ISAAC,M,dog,8
ISAAC,F,dog,0
ISABEL,F,human,766
ISABEL,F,dog,8
ISABEL,M,human,0
ISABEL,M,dog,0
ISABELA,F,human,31
ISABELA,M,human,0
ISABELLA,F,human,4802
ISABELLA,F,dog,40
ISABELLA,M,human,0
ISABELLA,M,dog,0
ISABELLE,F,human,582
ISABELLE,F,dog,17
ISABELLE,M,human,0
ISABELLE,M,dog,0
ISADORA,F,dog,5
ISADORA,M,dog,0
ISIS,F,dog,31
ISIS,F,human,14
ISIS,M,human,0
ISIS,M,dog,0
ISLA,F,human,149
ISLA,M,human,0
ITZEL,F,human,16
ITZEL,M,human,0
IVANNA,F,human,5
IVANNA,M,human,0
IVORY,F,dog,11
IVORY,M,dog,2
IVY,F,human,361
IVY,F,dog,36
IVY,M,dog,2
IVY,M,human,0
IZABELLA,F,human,106
IZABELLA,M,human,0
IZZIE,F,dog,7
IZZIE,M,dog,0
IZZY,F,dog,42
IZZY,M,dog,10
J,M,dog,8
J,F,dog,1
J.J.,M,dog,4
J.J.,F,dog,1
JACK,M,dog,255
JACK,F,dog,2
JACKIE,F,dog,36
JACKIE,M,dog,5
JACKSON,M,dog,115
JACKSON,F,dog,1
JACOB,M,dog,24
JACOB,F,dog,0
JACQUELINE,F,human,403
JACQUELINE,M,human,0
JACQUES,M,dog,10
JACQUES,F,dog,0
JADA,F,human,652
JADA,F,dog,29
JADA,M,dog,3
JADA,M,human,0
JADE,F,human,810
JADE,F,dog,29
JADE,M,dog,1
JADE,M,human,0
JAELYN,F,human,36
JAELYN,M,human,0
JAGGER,M,dog,13
JAGGER,F,dog,2
JAHZARA,F,human,11
JAHZARA,M,human,0
JAIDA,F,human,17
JAIDA,M,human,0
JAKE,M,dog,180
JAKE,F,dog,0
JALIYAH,F,human,29
JALIYAH,M,human,0
JAMES,M,dog,18
JAMES,F,dog,0
JAMESON,M,dog,22
JAMESON,F,dog,0
JAMIE,F,human,127
JAMIE,F,dog,11
JAMIE,M,human,0
JAMIE,M,dog,0
JANA,F,human,19
JANA,M,human,0
JANAE,F,human,10
JANAE,M,human,0
JANE,F,human,136
JANE,F,dog,13
JANE,M,human,0
JANE,M,dog,0
JANELLE,F,human,87
JANELLE,M,human,0
JANIAH,F,human,21
JANIAH,M,human,0
JANICE,F,human,116
JANICE,M,human,0
JANIYA,F,human,58
JANIYA,M,human,0
JANIYAH,F,human,89
JANIYAH,M,human,0
JANNAT,F,human,51
JANNAT,M,human,0
JAQUELINE,F,human,5
JAQUELINE,M,human,0
JASLEEN,F,human,6
JASLEEN,M,human,0
JASLENE,F,human,79
JASLENE,M,human,0
JASMIN,F,human,167
JASMIN,M,human,0
JASMINA,F,human,9
JASMINA,M,human,0
JASMINE,F,human,1055
JASMINE,F,dog,42
JASMINE,M,human,0
JASMINE,M,dog,0
JASON,M,dog,13
JASON,F,dog,0
JASPER,M,dog,129
JASPER,F,dog,1
JAVA,F,dog,7
JAVA,M,dog,5
JAX,M,dog,129
JAX,F,dog,2
JAXON,M,dog,7
JAXON,F,dog,0
JAXSON,M,dog,12
JAXSON,F,dog,0
JAXX,M,dog,6
JAXX,F,dog,0
JAY,M,dog,32
JAY,F,dog,1
JAYDA,F,human,177
JAYDA,M,human,0
JAYDEN,M,dog,4
JAYDEN,F,dog,1
JAYJAY,M,dog,5
JAYJAY,F,dog,0
JAYLA,F,human,618
JAYLA,M,human,0
JAYLAH,F,human,32
JAYLAH,M,human,0
JAYLEEN,F,human,285
JAYLEEN,M,human,0
JAYLENE,F,human,141
JAYLENE,M,human,0
JAYLIN,F,human,65
JAYLIN,M,human,30
JAZLENE,F,human,22
JAZLENE,M,human,0
JAZLYN,F,human,52
JAZLYN,M,human,0
JAZLYNN,F,human,5
JAZLYNN,M,human,0
JAZMIN,F,human,173
JAZMIN,M,human,0
JAZMINE,F,human,56
JAZMINE,F,dog,12
JAZMINE,M,human,0
JAZMINE,M,dog,0
JAZZ,F,dog,9
JAZZ,M,dog,8
JAZZIE,F,dog,5
JAZZIE,M,dog,0
JAZZY,F,dog,27
JAZZY,M,dog,4
JD,M,dog,6
JD,F,dog,0
JED,M,dog,6
JED,F,dog,0
JEDI,M,dog,4
JEDI,F,dog,2
JEFFERSON,M,dog,6
JEFFERSON,F,dog,0
JEFFREY,M,dog,9
JEFFREY,F,dog,0
JELLY,F,dog,10
JELLY,M,dog,4
JEMMA,F,dog,5
JEMMA,M,dog,0
JENNA,F,human,245
JENNA,F,dog,8
JENNA,M,human,0
JENNA,M,dog,0
JENNIFER,F,human,813
JENNIFER,M,human,0
JENNY,F,human,262
JENNY,F,dog,19
JENNY,M,human,0
JENNY,M,dog,0
JERELYN,F,human,5
JERELYN,M,human,0
JEREMY,M,dog,5
JEREMY,F,dog,0
JERRY,M,dog,41
JERRY,F,dog,1
JERSEY,F,dog,9
JERSEY,M,dog,6
JESSE,M,dog,28
JESSE,F,dog,2
JESSICA,F,human,990
JESSICA,F,dog,11
JESSICA,M,human,0
JESSICA,M,dog,0
JESSIE,F,human,57
JESSIE,F,dog,23
JESSIE,M,dog,4
JESSIE,M,human,0
JET,M,dog,15
JET,F,dog,2
JETER,M,dog,33
JETER,F,dog,1
JETHRO,M,dog,10
JETHRO,F,dog,0
JETT,M,dog,10
JETT,F,dog,6
JEWEL,F,dog,15
JEWEL,M,dog,3
JEZEBEL,F,dog,8
JEZEBEL,M,dog,0
JILL,F,dog,10
JILL,M,dog,0
JILLIAN,F,human,15
JILLIAN,M,human,0
JILLY,F,dog,6
JILLY,M,dog,0
JIM,M,dog,7
JIM,F,dog,0
JIMMY,M,dog,35
JIMMY,F,dog,0
JIN,M,dog,5
JIN,F,dog,0
JINGLE,F,dog,4
JINGLE,M,dog,1
JINX,M,dog,5
JINX,F,dog,3
JJ,M,dog,11
JJ,F,dog,5
JO,M,dog,7
JO,F,dog,3
JOANNA,F,human,427
JOANNA,M,human,0
JOANNE,F,human,6
JOANNE,M,human,0
JOCELYN,F,human,580
JOCELYN,M,human,0
JOE,M,dog,13
JOE,F,dog,1
JOEY,M,dog,81
JOEY,M,human,12
JOEY,F,dog,9
JOEY,F,human,5
JOHANNA,F,human,39
JOHANNA,M,human,0
JOHN,M,dog,18
JOHN,F,dog,0
JOHNNY,M,dog,20
JOHNNY,F,dog,0
JOJO,M,dog,31
JOJO,F,dog,14
JOLENE,F,dog,11
JOLENE,M,dog,0
JOLIE,F,human,64
JOLIE,F,dog,5
JOLIE,M,human,0
JOLIE,M,dog,0
JONES,M,dog,7
JONES,F,dog,1
JORDAN,M,human,1553
JORDAN,F,human,88
JORDAN,M,dog,14
JORDAN,F,dog,10
JORDYN,F,human,145
JORDYN,M,human,0
JOSELYN,F,human,101
JOSELYN,M,human,0
JOSEPHINE,F,human,385
JOSEPHINE,F,dog,6
JOSEPHINE,M,human,0
JOSEPHINE,M,dog,0
JOSHUA,M,dog,6
JOSHUA,F,dog,0
JOSIE,F,dog,41
JOSIE,M,dog,0
JOURNEE,F,human,6
JOURNEE,M,human,0
JOURNEY,F,human,6
JOURNEY,M,human,0
JOY,F,human,174
JOY,F,dog,18
JOY,M,dog,4
JOY,M,human,0
JOYCE,F,human,271
JOYCE,M,human,0
JR,M,dog,5
JR,F,dog,0
JUDE,M,dog,8
JUDE,F,dog,0
JUDITH,F,human,5
JUDITH,M,human,0
JUDY,F,human,83
JUDY,F,dog,13
JUDY,M,human,0
JUDY,M,dog,0
JUICY,F,dog,11
JUICY,M,dog,2
JUJU,M,dog,6
JUJU,F,dog,5
JULES,F,dog,5
JULES,M,dog,4
JULIA,F,human,1346
JULIA,M,human,0
JULIANA,F,human,406
JULIANA,M,human,0
JULIANNA,F,human,300
JULIANNA,M,human,0
JULIE,F,human,78
JULIE,F,dog,25
JULIE,M,human,0
JULIE,M,dog,0
JULIET,F,human,320
JULIET,F,dog,13
JULIET,M,human,0
JULIET,M,dog,0
JULIETTE,F,human,301
JULIETTE,F,dog,7
JULIETTE,M,human,0
JULIETTE,M,dog,0
JULISSA,F,human,90
JULISSA,M,human,0
JULIUS,M,dog,11
JULIUS,F,dog,0
JULY,F,dog,9
JULY,M,dog,0
JUNE,F,human,35
JUNE,F,dog,18
JUNE,M,dog,2
JUNE,M,human,0
JUNEAU,F,dog,3
JUNEAU,M,dog,2
JUNIOR,M,dog,63
JUNIOR,F,dog,0
JUNIPER,F,human,23
JUNIPER,F,dog,9
JUNIPER,M,human,0
JUNIPER,M,dog,0
JUNO,F,dog,41
JUNO,M,dog,6
JUPITER,F,dog,5
JUPITER,M,dog,5
JUSTICE,M,dog,10
JUSTICE,F,dog,8
JUSTIN,M,dog,15
JUSTIN,F,dog,0
KACEY,F,human,5
KACEY,F,dog,4
KACEY,M,dog,1
KACEY,M,human,0
KADIATOU,F,human,5
KADIATOU,M,human,0
KAHLUA,F,dog,7
KAHLUA,M,dog,0
KAI,M,human,479
KAI,M,dog,18
KAI,F,human,5
KAI,F,dog,3
KAIA,F,human,18
KAIA,M,human,0
KAILA,F,human,7
KAILA,M,human,0
KAILEE,F,human,7
KAILEE,M,human,0
KAILEY,F,human,58
KAILEY,M,human,0
KAISER,M,dog,19
KAISER,F,dog,0
KAITLYN,F,human,692
KAITLYN,M,human,0
KALANI,F,human,10
KALANI,M,human,0
KALI,F,human,27
KALI,F,dog,22
KALI,M,human,0
KALI,M,dog,0
KALIYAH,F,human,35
KALIYAH,M,human,0
KAMAYA,F,human,5
KAMAYA,M,human,0
KAMI,F,dog,5
KAMI,M,dog,0
KAMILA,F,human,122
KAMILA,M,human,0
KAMIYAH,F,human,5
KAMIYAH,M,human,0
KAMRYN,F,human,5
KAMRYN,M,human,0
KANDY,F,dog,5
KANDY,M,dog,0
KANE,M,dog,26
KANE,F,dog,0
KANYE,M,dog,5
KANYE,F,dog,0
KARA,F,human,6
KARA,M,human,0
KAREN,F,human,437
KAREN,M,human,0
KARINA,F,human,176
KARINA,M,human,0
KARISSA,F,human,5
KARISSA,M,human,0
KARL,M,dog,6
KARL,F,dog,0
KARLA,F,human,55
KARLA,F,dog,5
KARLA,M,dog,1
KARLA,M,human,0
KARMA,F,dog,27
KARMA,M,dog,2
KASEY,F,dog,4
KASEY,M,dog,1
KASPER,M,dog,8
KASPER,F,dog,1
KASSIDY,F,human,6
KASSIDY,M,human,0
KATALINA,F,human,7
KATALINA,M,human,0
KATE,F,human,244
KATE,F,dog,7
KATE,M,human,0
KATE,M,dog,0
KATELYN,F,human,410
KATELYN,M,human,0
KATELYNN,F,human,7
KATELYNN,M,human,0
KATERINA,F,human,8
KATERINA,M,human,0
KATHERINE,F,human,1002
KATHERINE,M,human,0
KATHLEEN,F,human,6
KATHLEEN,M,human,0
KATHRYN,F,human,6
KATHRYN,M,human,0
KATIE,F,human,259
KATIE,F,dog,32
KATIE,M,human,0
KATIE,M,dog,0
KATO,M,dog,14
KATO,F,dog,0
KATRINA,F,human,10
KATRINA,M,human,0
KATY,F,dog,7
KATY,M,dog,0
KAYA,F,dog,17
KAYA,M,dog,0
KAYLA,F,human,2062
KAYLA,F,dog,19
KAYLA,M,human,0
KAYLA,M,dog,0
KAYLEE,F,human,1038
KAYLEE,F,dog,10
KAYLEE,M,human,0
KAYLEE,M,dog,0
KAYLEEN,F,human,39
KAYLEEN,M,human,0
KAYLIE,F,human,22
KAYLIE,M,human,0
KAYLIN,F,human,69
KAYLIN,M,human,0
KC,F,dog,8
KC,M,dog,4
KEIKO,F,dog,11
KEIKO,M,dog,6
KEIRA,F,human,209
KEIRA,M,human,0
KELIS,F,human,10
KELIS,M,human,0
KELLY,F,human,449
KELLY,F,dog,21
KELLY,M,dog,2
KELLY,M,human,0
KELSEY,F,human,63
KELSEY,F,dog,5
KELSEY,M,human,0
KELSEY,M,dog,0
KENDALL,F,human,22
KENDALL,M,human,0
KENDRA,F,human,18
KENDRA,M,human,0
KENJI,M,dog,11
KENJI,F,dog,0
KENNEDY,F,human,107
KENNEDY,M,dog,4
KENNEDY,F,dog,3
KENNEDY,M,human,0
KENNY,M,dog,10
KENNY,F,dog,0
KENYA,F,dog,11
KENYA,F,human,5
KENYA,M,human,0
KENYA,M,dog,0
KERMIT,M,dog,5
KERMIT,F,dog,0
KERRY,F,dog,5
KERRY,M,dog,0
KEVIN,M,dog,15
KEVIN,F,dog,0
KEYLA,F,human,8
KEYLA,M,human,0
KHADIJA,F,human,11
KHADIJA,M,human,0
KHADIJAH,F,human,15
KHADIJAH,M,human,0
KHALEESI,F,dog,16
KHALEESI,F,human,5
KHALEESI,M,human,0
KHALEESI,M,dog,0
KHAN,M,dog,5
KHAN,F,dog,0
KHLOE,F,human,720
KHLOE,F,dog,42
KHLOE,M,human,0
KHLOE,M,dog,0
KIANA,F,human,11
KIANA,M,human,0
KIARA,F,human,511
KIARA,F,dog,6
KIARA,M,human,0
KIARA,M,dog,0
KIBA,M,dog,7
KIBA,F,dog,1
KIKI,F,dog,51
KIKI,M,dog,6
KIKO,M,dog,10
KIKO,F,dog,2
KILLER,M,dog,5
KILLER,F,dog,1
KILO,M,dog,13
KILO,F,dog,2
KIMBA,F,dog,4
KIMBA,M,dog,4
KIMBERLY,F,human,1000
KIMBERLY,M,human,0
KIMBO,M,dog,5
KIMBO,F,dog,1
KIMCHI,F,dog,9
KIMCHI,M,dog,2
KIMORA,F,human,179
KIMORA,M,human,0
KING,M,dog,175
KING,F,dog,2
KINGSLEY,M,dog,5
KINGSLEY,F,dog,1
KINGSTON,M,dog,22
KINGSTON,F,dog,0
KIPPER,M,dog,6
KIPPER,F,dog,0
KIRA,F,human,40
KIRA,F,dog,19
KIRA,M,dog,1
KIRA,M,human,0
KIRBY,M,dog,22
KIRBY,F,dog,6
KISSES,F,dog,5
KISSES,M,dog,0
KITTY,F,dog,14
KITTY,M,dog,0
KIWI,M,dog,10
KIWI,F,dog,8
KIZZY,F,dog,5
KIZZY,M,dog,0
KLAUS,M,dog,6
KLAUS,F,dog,0
KNIGHT,M,dog,5
KNIGHT,F,dog,0
KNOX,M,dog,6
KNOX,F,dog,1
KNUCKLES,M,dog,7
KNUCKLES,F,dog,0
KOA,F,dog,4
KOA,M,dog,3
KOBE,M,dog,50
KOBE,F,dog,4
KOBI,M,dog,11
KOBI,F,dog,1
KOBY,M,dog,10
KOBY,F,dog,1
KODA,M,dog,23
KODA,F,dog,13
KODI,M,dog,7
KODI,F,dog,1
KODIAK,M,dog,3
KODIAK,F,dog,2
KODY,M,dog,19
KODY,F,dog,0
KOJI,M,dog,5
KOJI,F,dog,0
KOKI,M,dog,7
KOKI,F,dog,1
KOKO,F,dog,20
KOKO,M,dog,11
KONA,F,dog,22
KONA,M,dog,8
KOOKIE,F,dog,8
KOOKIE,M,dog,0
KORI,F,human,5
KORI,M,human,0
KRISTEN,F,human,25
KRISTEN,M,human,0
KRISTINA,F,human,15
KRISTINA,M,human,0
KRYPTO,M,dog,8
KRYPTO,F,dog,1
KRYSTAL,F,human,13
KRYSTAL,M,human,0
KUMA,M,dog,19
KUMA,F,dog,9
KUSH,M,dog,6
KUSH,F,dog,2
KYLA,F,human,73
KYLA,M,human,0
KYLE,M,dog,5
KYLE,F,dog,2
KYLEE,F,human,28
KYLEE,M,human,0
KYLIE,F,human,642
KYLIE,F,dog,14
KYLIE,M,human,0
KYLIE,M,dog,0
KYRA,F,human,30
KYRA,F,dog,7
KYRA,M,human,0
KYRA,M,dog,0
LA,F,dog,4
LA,M,dog,1
LACEY,F,dog,33
LACEY,M,dog,0
LACI,F,dog,5
LACI,M,dog,1
LACY,F,dog,14
LACY,M,dog,0
LADDIE,M,dog,5
LADDIE,F,dog,0
LADY,F,dog,225
LADY,M,dog,0
LADYBIRD,F,dog,5
LADYBIRD,M,dog,0
LAIKA,F,dog,17
LAIKA,M,dog,1
LAILA,F,human,774
LAILA,F,dog,24
LAILA,M,human,0
LAILA,M,dog,0
LAILAH,F,human,9
LAILAH,M,human,0
LALA,F,dog,20
LALA,M,dog,0
LALI,F,dog,5
LALI,M,dog,0
LANA,F,human,30
LANA,F,dog,23
LANA,M,human,0
LANA,M,dog,0
LANDRY,M,dog,5
LANDRY,F,dog,0
LARA,F,human,17
LARA,F,dog,5
LARA,M,human,0
LARA,M,dog,0
LARRY,M,dog,17
LARRY,F,dog,0
LASSIE,F,dog,8
LASSIE,M,dog,1
LATTE,F,dog,5
LATTE,M,dog,5
LAURA,F,human,258
LAURA,M,human,0
LAUREN,F,human,777
LAUREN,M,human,0
LAURYN,F,human,8
LAURYN,M,human,0
LAYAN,F,human,8
LAYAN,M,human,0
LAYLA,F,human,1010
LAYLA,F,dog,116
LAYLA,M,human,0
LAYLA,M,dog,0
LAZARUS,M,dog,7
LAZARUS,F,dog,0
LEA,F,human,165
LEA,F,dog,12
LEA,M,human,0
LEA,M,dog,0
LEAH,F,human,2928
LEAH,F,dog,17
LEAH,M,human,0
LEAH,M,dog,0
LEANNA,F,human,60
LEANNA,M,human,0
LEE,M,dog,9
LEE,F,dog,3
LEELA,F,human,26
LEELA,F,dog,7
LEELA,M,human,0
LEELA,M,dog,0
LEELOO,F,dog,8
LEELOO,M,dog,0
LEFTY,M,dog,4
LEFTY,F,dog,1
LEGEND,M,dog,6
LEGEND,F,dog,0
LEGO,M,dog,5
LEGO,F,dog,1
LEIA,F,dog,24
LEIA,F,human,11
LEIA,M,human,0
LEIA,M,dog,0
LEILA,F,human,484
LEILA,F,dog,36
LEILA,M,human,0
LEILA,M,dog,0
LEILANI,F,human,352
LEILANI,M,human,0
